id,corpus,site,region,period,material,type,signs_str,sign_count,pdr_reading,grammar_pattern,n_translated,n_unknown,coverage,sanskrit,translation_yaj
H-0299,holdat,,,,,,481 047 427 617,4,[481]-min/mīn-en-kō,?IMI,3,1,0.75,,
H-0300,holdat,,,,,,047 173,2,min/mīn-[173],I?,1,1,0.5,,
H-0301,holdat,,,,,,427 708 817,3,en-[708]-nallavar,M?M,2,1,0.667,,
H-0302,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0303,holdat,,,,,,147 047 413 413 003 003 047 708 858,9,kur-min/mīn-kur-kur-kalam-kalam-min/mīn-[708]-nallavar,MIMMMMI?M,8,1,0.889,,
H-0304,holdat,,,,,,712 708 427 047 003 003 817,7,nallavar-[708]-en-min/mīn-kalam-kalam-nallavar,M?MIMMM,6,1,0.857,,
H-0305,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0306,holdat,,,,,,173 173 427,3,[173]-[173]-en,??M,1,2,0.333,,
H-0307,holdat,,,,,,047 708 413 413 427 708 817 129,8,min/mīn-[708]-kur-kur-en-[708]-nallavar-kur,I?MMM?MM,6,2,0.75,,
H-0308,holdat,,,,,,047 413 413 003 003 173 129 034,8,min/mīn-kur-kur-kalam-kalam-[173]-kur-tōḷ,IMMMM?MI,7,1,0.875,,
H-0309,holdat,,,,,,173 173 866 817 173,5,[173]-[173]-[866]-nallavar-[173],???M?,1,4,0.2,,
H-0310,holdat,,,,,,427 817 413 003,4,en-nallavar-kur-kalam,MMMM,4,0,1.0,,
H-0311,holdat,,,,,,035 129 708 427 413 817 129,7,po-kur-[708]-en-kur-nallavar-kur,MM?MMMM,6,1,0.857,,
H-0312,holdat,,,,,,481 481 035,3,[481]-[481]-po,??M,1,2,0.333,,
H-0313,holdat,,,,,,047 173,2,min/mīn-[173],I?,1,1,0.5,,
H-0314,holdat,,,,,,047 817 035 427 413 413 817 129,8,min/mīn-nallavar-po-en-kur-kur-nallavar-kur,IMMMMMMM,8,0,1.0,,
H-0315,holdat,,,,,,047 520,2,min/mīn-kō,II,2,0,1.0,,
H-0316,holdat,,,,,,400 400 874 874 400,5,kur-kur-ki-ki-kur,MMMMM,5,0,1.0,,
H-0317,holdat,,,,,,520 520 520 400 400 003 003,7,kō-kō-kō-kur-kur-kalam-kalam,IIIMMMM,7,0,1.0,,
H-0318,holdat,,,,,,047 461 874 874 047 400 400 400,8,min/mīn-[461]-ki-ki-min/mīn-kur-kur-kur,I?MMIMMM,7,1,0.875,,
H-0319,holdat,,,,,,520 400 400 400,4,kō-kur-kur-kur,IMMM,4,0,1.0,,
H-0320,holdat,,,,,,047 157 866 400 400 047 400 400,8,min/mīn-kur-[866]-kur-kur-min/mīn-kur-kur,IM?MMIMM,7,1,0.875,,
H-0321,holdat,,,,,,047 400 400 047 400 400,6,min/mīn-kur-kur-min/mīn-kur-kur,IMMIMM,6,0,1.0,,
H-0322,holdat,,,,,,047 461 874 874 047 400 157,7,min/mīn-[461]-ki-ki-min/mīn-kur-kur,I?MMIMM,6,1,0.857,,
H-0323,holdat,,,,,,712 173,2,nallavar-[173],M?,1,1,0.5,,
H-0324,holdat,,,,,,157 400,2,kur-kur,MM,2,0,1.0,,
H-0325,holdat,,,,,,034 173 173,3,tōḷ-[173]-[173],I??,1,2,0.333,,
H-0326,holdat,,,,,,047 866 427,3,min/mīn-[866]-en,I?M,2,1,0.667,,
H-0327,holdat,,,,,,400 400 400,3,kur-kur-kur,MMM,3,0,1.0,,
H-0328,holdat,,,,,,047 047 400 400,4,min/mīn-min/mīn-kur-kur,IIMM,4,0,1.0,,
H-0329,holdat,,,,,,034,1,tōḷ,SOLO,1,0,1.0,,
H-0330,holdat,,,,,,400 400,2,kur-kur,MM,2,0,1.0,,
H-0331,holdat,,,,,,074 400 400 003 003,5,ker-kur-kur-kalam-kalam,MMMMM,5,0,1.0,,
H-0332,holdat,,,,,,400 173 047 400,4,kur-[173]-min/mīn-kur,M?IM,3,1,0.75,,
H-0333,holdat,,,,,,400 047 400 047 400,5,kur-min/mīn-kur-min/mīn-kur,MIMIM,5,0,1.0,,
H-0334,holdat,,,,,,074 400 400 003 003,5,ker-kur-kur-kalam-kalam,MMMMM,5,0,1.0,,
H-0335,holdat,,,,,,047 400 400 173,4,min/mīn-kur-kur-[173],IMM?,3,1,0.75,,
H-0336,holdat,,,,,,400 400,2,kur-kur,MM,2,0,1.0,,
H-0337,holdat,,,,,,400 400,2,kur-kur,MM,2,0,1.0,,
H-0338,holdat,,,,,,708 413 003 003 413,5,[708]-kur-kalam-kalam-kur,?MMMM,4,1,0.8,,
H-0339,holdat,,,,,,708 413 003,3,[708]-kur-kalam,?MM,2,1,0.667,,
H-0340,holdat,,,,,,708 413 003,3,[708]-kur-kalam,?MM,2,1,0.667,,
H-0341,holdat,,,,,,708 413 413 003,4,[708]-kur-kur-kalam,?MMM,3,1,0.75,,
H-0342,holdat,,,,,,708 413 003,3,[708]-kur-kalam,?MM,2,1,0.667,,
H-0343,holdat,,,,,,708 003 003,3,[708]-kalam-kalam,?MM,2,1,0.667,,
H-0344,holdat,,,,,,708 003 413 003,4,[708]-kalam-kur-kalam,?MMM,3,1,0.75,,
H-0345,holdat,,,,,,708 003 003,3,[708]-kalam-kalam,?MM,2,1,0.667,,
H-0346,holdat,,,,,,708 413 003,3,[708]-kur-kalam,?MM,2,1,0.667,,
H-0347,holdat,,,,,,708 003 003,3,[708]-kalam-kalam,?MM,2,1,0.667,,
H-0348,holdat,,,,,,708 003 003,3,[708]-kalam-kalam,?MM,2,1,0.667,,
H-0349,holdat,,,,,,708 413 003,3,[708]-kur-kalam,?MM,2,1,0.667,,
H-0350,holdat,,,,,,708 413 003,3,[708]-kur-kalam,?MM,2,1,0.667,,
H-0351,holdat,,,,,,708 413 413 003,4,[708]-kur-kur-kalam,?MMM,3,1,0.75,,
H-0352,holdat,,,,,,708 413 003,3,[708]-kur-kalam,?MM,2,1,0.667,,
H-0353,holdat,,,,,,708 413 003,3,[708]-kur-kalam,?MM,2,1,0.667,,
H-0354,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0355,holdat,,,,,,375 375 375,3,taṇ-taṇ-taṇ,MMM,3,0,1.0,,
H-0356,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0357,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0358,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0359,holdat,,,,,,375 375,2,taṇ-taṇ,MM,2,0,1.0,,
H-0360,holdat,,,,,,375 375,2,taṇ-taṇ,MM,2,0,1.0,,
H-0361,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0362,holdat,,,,,,375 375,2,taṇ-taṇ,MM,2,0,1.0,,
H-0363,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0364,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0365,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0366,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0367,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0368,holdat,,,,,,375 375 375,3,taṇ-taṇ-taṇ,MMM,3,0,1.0,,
H-0369,holdat,,,,,,375 375,2,taṇ-taṇ,MM,2,0,1.0,,
H-0370,holdat,,,,,,375 375,2,taṇ-taṇ,MM,2,0,1.0,,
H-0371,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0372,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0373,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0374,holdat,,,,,,375 375,2,taṇ-taṇ,MM,2,0,1.0,,
H-0375,holdat,,,,,,375,1,taṇ,SOLO,1,0,1.0,,
H-0376,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0377,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0378,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0379,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0380,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0381,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0382,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0383,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0384,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0385,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0386,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0387,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0388,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0389,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0390,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0391,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0392,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0393,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0394,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0395,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0396,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0397,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0398,holdat,,,,,,090 090 090 090,4,aintu-aintu-aintu-aintu,MMMM,4,0,1.0,,
H-0399,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0400,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0401,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0402,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0403,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0404,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0405,holdat,,,,,,090,1,aintu,SOLO,1,0,1.0,,
H-0406,holdat,,,,,,090 090 090,3,aintu-aintu-aintu,MMM,3,0,1.0,,
H-0407,holdat,,,,,,090 090,2,aintu-aintu,MM,2,0,1.0,,
H-0408,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0409,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0410,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0411,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0412,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0413,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0414,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0415,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0416,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0417,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0418,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0419,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0420,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0421,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0422,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0423,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0424,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0425,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0426,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0427,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0428,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0429,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0430,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0431,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0432,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0433,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0434,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0435,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0436,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0437,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0438,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0439,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0440,holdat,,,,,,455,1,zi,SOLO,1,0,1.0,,
H-0441,holdat,,,,,,790 455,2,erumai-zi,MM,2,0,1.0,,
H-0442,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0443,holdat,,,,,,790 455,2,erumai-zi,MM,2,0,1.0,,
H-0444,holdat,,,,,,790 455 790,3,erumai-zi-erumai,MMM,3,0,1.0,,
H-0445,holdat,,,,,,790 256 256,3,erumai-kur-kur,MMM,3,0,1.0,,
H-0446,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0447,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0448,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0449,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0450,holdat,,,,,,790 455 790,3,erumai-zi-erumai,MMM,3,0,1.0,,
H-0451,holdat,,,,,,256,1,kur,SOLO,1,0,1.0,,
H-0452,holdat,,,,,,256,1,kur,SOLO,1,0,1.0,,
H-0453,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0454,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0455,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0456,holdat,,,,,,790 455 790,3,erumai-zi-erumai,MMM,3,0,1.0,,
H-0457,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0458,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0459,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0460,holdat,,,,,,256,1,kur,SOLO,1,0,1.0,,
H-0461,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0462,holdat,,,,,,790 455,2,erumai-zi,MM,2,0,1.0,,
H-0463,holdat,,,,,,256 256 256 256,4,kur-kur-kur-kur,MMMM,4,0,1.0,,
H-0464,holdat,,,,,,256,1,kur,SOLO,1,0,1.0,,
H-0465,holdat,,,,,,256,1,kur,SOLO,1,0,1.0,,
H-0466,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0467,holdat,,,,,,256 256,2,kur-kur,MM,2,0,1.0,,
H-0468,holdat,,,,,,047 047 817 868,4,min/mīn-min/mīn-nallavar-gi,IIMM,4,0,1.0,,
H-0469,holdat,,,,,,237 237,2,ce-ce,MM,2,0,1.0,,
H-0470,holdat,,,,,,047 858 817,3,min/mīn-nallavar-nallavar,IMM,3,0,1.0,,
H-0471,holdat,,,,,,237 480 692 427 718 047,6,ce-vi-nal/nall-en-[718]-min/mīn,MMIM?I,5,1,0.833,,
H-0472,holdat,,,,,,003 427 520 156,4,kalam-en-kō-kur,MMIM,4,0,1.0,,
H-0473,holdat,,,,,,858 858 817 817,4,nallavar-nallavar-nallavar-nallavar,MMMM,4,0,1.0,,
H-0474,holdat,,,,,,237 237 237,3,ce-ce-ce,MMM,3,0,1.0,,
H-0475,holdat,,,,,,047 034 858 817 866 874,6,min/mīn-tōḷ-nallavar-nallavar-[866]-ki,IIMM?M,5,1,0.833,,
H-0476,holdat,,,,,,481 858 866,3,[481]-nallavar-[866],?M?,1,2,0.333,,
H-0477,holdat,,,,,,712 718,2,nallavar-[718],M?,1,1,0.5,,
H-0478,holdat,,,,,,858 047 858 817 034,5,nallavar-min/mīn-nallavar-nallavar-tōḷ,MIMMI,5,0,1.0,,
H-0479,holdat,,,,,,718 858 047 047 034 817 034,7,[718]-nallavar-min/mīn-min/mīn-tōḷ-nallavar-tōḷ,?MIIIMI,6,1,0.857,,
H-0480,holdat,,,,,,858 047 237 817 034 817 034,7,nallavar-min/mīn-ce-nallavar-tōḷ-nallavar-tōḷ,MIMMIMI,7,0,1.0,,
H-0481,holdat,,,,,,712 237 817 034,4,nallavar-ce-nallavar-tōḷ,MMMI,4,0,1.0,,
H-0482,holdat,,,,,,047 858,2,min/mīn-nallavar,IM,2,0,1.0,,
H-0483,holdat,,,,,,156 617 718,3,kur-kō-[718],MI?,2,1,0.667,,
H-0484,holdat,,,,,,858 712 034,3,nallavar-nallavar-tōḷ,MMI,3,0,1.0,,
H-0485,holdat,,,,,,047 047 858 047 858 047,6,min/mīn-min/mīn-nallavar-min/mīn-nallavar-min/mīn,IIMIMI,6,0,1.0,,
H-0486,holdat,,,,,,237 034 858 047 237,5,ce-tōḷ-nallavar-min/mīn-ce,MIMIM,5,0,1.0,,
H-0487,holdat,,,,,,237 858,2,ce-nallavar,MM,2,0,1.0,,
H-0488,holdat,,,,,,034 874 858,3,tōḷ-ki-nallavar,IMM,3,0,1.0,,
H-0489,holdat,,,,,,047 156,2,min/mīn-kur,IM,2,0,1.0,,
H-0490,holdat,,,,,,156 520 858,3,kur-kō-nallavar,MIM,3,0,1.0,,
H-0491,holdat,,,,,,481 718 858,3,[481]-[718]-nallavar,??M,1,2,0.333,,
H-0492,holdat,,,,,,866 237 817 034,4,[866]-ce-nallavar-tōḷ,?MMI,3,1,0.75,,
H-0493,holdat,,,,,,712 858,2,nallavar-nallavar,MM,2,0,1.0,,
H-0494,holdat,,,,,,858 858 858 047 237,5,nallavar-nallavar-nallavar-min/mīn-ce,MMMIM,5,0,1.0,,
H-0495,holdat,,,,,,047 047 237,3,min/mīn-min/mīn-ce,IIM,3,0,1.0,,
H-0496,holdat,,,,,,481 858,2,[481]-nallavar,?M,1,1,0.5,,
H-0497,holdat,,,,,,047 858 858 817 237 047 858 858 817 874,10,min/mīn-nallavar-nallavar-nallavar-ce-min/mīn-nallavar-nallavar-nallavar-ki,IMMMMIMMMM,10,0,1.0,,
H-0498,holdat,,,,,,712 237 858,3,nallavar-ce-nallavar,MMM,3,0,1.0,,
H-0499,holdat,,,,,,858 817,2,nallavar-nallavar,MM,2,0,1.0,,
H-0500,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0501,holdat,,,,,,047 047 237,3,min/mīn-min/mīn-ce,IIM,3,0,1.0,,
H-0502,holdat,,,,,,047 427 817 866 520,5,min/mīn-en-nallavar-[866]-kō,IMM?I,4,1,0.8,,
H-0503,holdat,,,,,,855 874,2,[855]-ki,?M,1,1,0.5,,
H-0504,holdat,,,,,,156 461 855 708,4,kur-[461]-[855]-[708],M???,1,3,0.25,,
H-0505,holdat,,,,,,047 034 617,3,min/mīn-tōḷ-kō,III,3,0,1.0,,
H-0506,holdat,,,,,,156 427 427,3,kur-en-en,MMM,3,0,1.0,,
H-0507,holdat,,,,,,047 617 047 692,4,min/mīn-kō-min/mīn-nal/nall,IIII,4,0,1.0,,
H-0508,holdat,,,,,,692 874 874 874 129 817 034 047,8,nal/nall-ki-ki-ki-kur-nallavar-tōḷ-min/mīn,IMMMMMII,8,0,1.0,,
H-0509,holdat,,,,,,156,1,kur,SOLO,1,0,1.0,,
H-0510,holdat,,,,,,156 874 874,3,kur-ki-ki,MMM,3,0,1.0,,
H-0511,holdat,,,,,,047 047 874 874 874 129,6,min/mīn-min/mīn-ki-ki-ki-kur,IIMMMM,6,0,1.0,,
H-0512,holdat,,,,,,047 461 874 874 874,5,min/mīn-[461]-ki-ki-ki,I?MMM,4,1,0.8,,
H-0513,holdat,,,,,,617 874 874 874,4,kō-ki-ki-ki,IMMM,4,0,1.0,,
H-0514,holdat,,,,,,047 718 817 034,4,min/mīn-[718]-nallavar-tōḷ,I?MI,3,1,0.75,,
H-0515,holdat,,,,,,692 692 156,3,nal/nall-nal/nall-kur,IIM,3,0,1.0,,
H-0516,holdat,,,,,,047 034 034 047 237,5,min/mīn-tōḷ-tōḷ-min/mīn-ce,IIIIM,5,0,1.0,,
H-0517,holdat,,,,,,858 237,2,nallavar-ce,MM,2,0,1.0,,
H-0518,holdat,,,,,,047 106 427,3,min/mīn-kur-en,IMM,3,0,1.0,,
H-0519,holdat,,,,,,047 858,2,min/mīn-nallavar,IM,2,0,1.0,,
H-0520,holdat,,,,,,047 047 692 692 106 817 074,7,min/mīn-min/mīn-nal/nall-nal/nall-kur-nallavar-ker,IIIIMMM,7,0,1.0,,
H-0521,holdat,,,,,,874 874,2,ki-ki,MM,2,0,1.0,,
H-0522,holdat,,,,,,858,1,nallavar,SOLO,1,0,1.0,,
H-0523,holdat,,,,,,047 874 874 874 106 427 874,7,min/mīn-ki-ki-ki-kur-en-ki,IMMMMMM,7,0,1.0,,
H-0524,holdat,,,,,,156 106 817 520,4,kur-kur-nallavar-kō,MMMI,4,0,1.0,,
H-0525,holdat,,,,,,692 427 874 874 874,5,nal/nall-en-ki-ki-ki,IMMMM,5,0,1.0,,
H-0526,holdat,,,,,,712 692 427 874 874 156,6,nallavar-nal/nall-en-ki-ki-kur,MIMMMM,6,0,1.0,,
H-0527,holdat,,,,,,047 047 617,3,min/mīn-min/mīn-kō,III,3,0,1.0,,
H-0528,holdat,,,,,,047 855 427 427 106,5,min/mīn-[855]-en-en-kur,I?MMM,4,1,0.8,,
H-0529,holdat,,,,,,692 047 427 874 874 874,6,nal/nall-min/mīn-en-ki-ki-ki,IIMMMM,6,0,1.0,,
H-0530,holdat,,,,,,817 712 047,3,nallavar-nallavar-min/mīn,MMI,3,0,1.0,,
H-0531,holdat,,,,,,817 156,2,nallavar-kur,MM,2,0,1.0,,
H-0532,holdat,,,,,,047 034 617 034,4,min/mīn-tōḷ-kō-tōḷ,IIII,4,0,1.0,,
H-0533,holdat,,,,,,047 034 617 427 874 874 047 034,8,min/mīn-tōḷ-kō-en-ki-ki-min/mīn-tōḷ,IIIMMMII,8,0,1.0,,
H-0534,holdat,,,,,,047 047 427 817,4,min/mīn-min/mīn-en-nallavar,IIMM,4,0,1.0,,
H-0535,holdat,,,,,,003 003,2,kalam-kalam,MM,2,0,1.0,,
H-0536,holdat,,,,,,003 003,2,kalam-kalam,MM,2,0,1.0,,
H-0537,holdat,,,,,,034 427,2,tōḷ-en,IM,2,0,1.0,,
H-0538,holdat,,,,,,003 003,2,kalam-kalam,MM,2,0,1.0,,
H-0539,holdat,,,,,,047 413 427 858,4,min/mīn-kur-en-nallavar,IMMM,4,0,1.0,,
H-0540,holdat,,,,,,858,1,nallavar,SOLO,1,0,1.0,,
H-0541,holdat,,,,,,047 874 874 034 817 047,6,min/mīn-ki-ki-tōḷ-nallavar-min/mīn,IMMIMI,6,0,1.0,,
H-0542,holdat,,,,,,047 047 427 427 858,5,min/mīn-min/mīn-en-en-nallavar,IIMMM,5,0,1.0,,
H-0543,holdat,,,,,,874 874,2,ki-ki,MM,2,0,1.0,,
H-0544,holdat,,,,,,003 003,2,kalam-kalam,MM,2,0,1.0,,
H-0545,holdat,,,,,,874 874 047 034,4,ki-ki-min/mīn-tōḷ,MMII,4,0,1.0,,
H-0546,holdat,,,,,,047 874 874 034 427 156,6,min/mīn-ki-ki-tōḷ-en-kur,IMMIMM,6,0,1.0,,
H-0547,holdat,,,,,,047 047 047,3,min/mīn-min/mīn-min/mīn,III,3,0,1.0,,
H-0548,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0549,holdat,,,,,,047 034 034,3,min/mīn-tōḷ-tōḷ,III,3,0,1.0,,
H-0550,holdat,,,,,,156 520 427 413,4,kur-kō-en-kur,MIMM,4,0,1.0,,
H-0551,holdat,,,,,,047 520 003 003,4,min/mīn-kō-kalam-kalam,IIMM,4,0,1.0,,
H-0552,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0553,holdat,,,,,,047 034 874 874 427 427 413,7,min/mīn-tōḷ-ki-ki-en-en-kur,IIMMMMM,7,0,1.0,,
H-0554,holdat,,,,,,858,1,nallavar,SOLO,1,0,1.0,,
H-0555,holdat,,,,,,047 003,2,min/mīn-kalam,IM,2,0,1.0,,
H-0556,holdat,,,,,,047 047 034,3,min/mīn-min/mīn-tōḷ,III,3,0,1.0,,
H-0557,holdat,,,,,,047 003 712 003,4,min/mīn-kalam-nallavar-kalam,IMMM,4,0,1.0,,
H-0558,holdat,,,,,,156 074 874 874,4,kur-ker-ki-ki,MMMM,4,0,1.0,,
H-0559,holdat,,,,,,156 156 520,3,kur-kur-kō,MMI,3,0,1.0,,
H-0560,holdat,,,,,,820,1,kaṇ,SOLO,1,0,1.0,,
H-0561,holdat,,,,,,047 157 817,3,min/mīn-kur-nallavar,IMM,3,0,1.0,,
H-0562,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0563,holdat,,,,,,712,1,nallavar,SOLO,1,0,1.0,,
H-0564,holdat,,,,,,047 520 157 157 157 817 157 817 157,9,min/mīn-kō-kur-kur-kur-nallavar-kur-nallavar-kur,IIMMMMMMM,9,0,1.0,,
H-0565,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0566,holdat,,,,,,157 173 129 157 817 157,6,kur-[173]-kur-kur-nallavar-kur,M?MMMM,5,1,0.833,,
H-0567,holdat,,,,,,481,1,[481],SOLO,0,1,0.0,,
H-0568,holdat,,,,,,176 173 129 157 157,5,an/aṇ-[173]-kur-kur-kur,T?MMM,4,1,0.8,,
H-0569,holdat,,,,,,692 817 074,3,nal/nall-nallavar-ker,IMM,3,0,1.0,,
H-0570,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0571,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0572,holdat,,,,,,920 692,2,iṭ-nal/nall,MI,2,0,1.0,,
H-0573,holdat,,,,,,176 157 047 461,4,an/aṇ-kur-min/mīn-[461],TMI?,3,1,0.75,,
H-0574,holdat,,,,,,157 047 157 817,4,kur-min/mīn-kur-nallavar,MIMM,4,0,1.0,,
H-0575,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0576,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0577,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0578,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0579,holdat,,,,,,430 817 506,3,[430]-nallavar-[506],?M?,1,2,0.333,,
H-0580,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0581,holdat,,,,,,481,1,[481],SOLO,0,1,0.0,,
H-0582,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
H-0583,holdat,,,,,,047,1,min/mīn,SOLO,1,0,1.0,,
